date,close,volume,open,high,low
5/15/2015,4.18,1578728,4.12,4.2,4.09
5/14/2015,4.13,1993454,4.17,4.25,4.08
5/13/2015,4.13,2148030,4.06,4.17,4.03
5/12/2015,3.99,765213,3.96,4.01,3.9415
5/11/2015,3.92,643659,3.97,3.98,3.9026
5/8/2015,3.92,705450,3.88,3.92,3.79
5/7/2015,3.84,735592,3.8,3.87,3.72
5/6/2015,3.85,802004,3.92,3.92,3.8
5/5/2015,3.88,807485,3.89,3.91,3.83
5/4/2015,3.86,829232,3.82,3.86,3.73
5/1/2015,3.76,1317821,3.8,3.85,3.73
4/30/2015,3.84,1467987,3.91,3.92,3.82
4/29/2015,3.98,2007138,3.89,4.02,3.8
4/28/2015,3.89,2127177,3.72,3.91,3.72
4/27/2015,3.72,1417825,3.59,3.73,3.58
4/24/2015,3.58,724786,3.58,3.67,3.56
4/23/2015,3.62,664635,3.55,3.65,3.55
4/22/2015,3.56,1648654,3.67,3.67,3.55
4/21/2015,3.63,758363,3.7,3.7,3.611
4/20/2015,3.69,920635,3.65,3.7,3.55
4/17/2015,3.67,1127763,3.64,3.69,3.62
4/16/2015,3.63,1194709,3.6,3.66,3.55
4/15/2015,3.58,1364790,3.46,3.6,3.45
4/14/2015,3.45,1034328,3.47,3.56,3.42
4/13/2015,3.46,1240178,3.62,3.62,3.42
4/10/2015,3.61,1020599,3.48,3.61,3.48
4/9/2015,3.42,913630,3.43,3.4769,3.37
4/8/2015,3.45,1724010,3.42,3.5,3.4
4/7/2015,3.41,1289228,3.45,3.45,3.31
4/6/2015,3.42,2417404,3.36,3.42,3.27
4/2/2015,3.13,1320419,3.11,3.19,3.06
4/1/2015,3.14,2492171,2.99,3.2,2.9
3/31/2015,2.96,2685939,2.9,2.96,2.87
3/30/2015,2.93,1604324,2.98,3.02,2.9
3/27/2015,3.02,1168061,3,3.09,2.92
3/26/2015,2.99,1956946,3.2,3.24,2.965
3/25/2015,3.13,1407432,3.17,3.22,3.09
3/24/2015,3.15,1229992,3.23,3.26,3.11
3/23/2015,3.19,1534424,3.15,3.32,3.1
3/20/2015,3.05,5333876,3.05,3.23,3.03
3/19/2015,3.02,1277350,2.98,3.14,2.98
3/18/2015,3.05,1919722,2.83,3.06,2.82
3/17/2015,2.85,2261529,2.95,3.01,2.84
3/16/2015,2.97,3434843,3.12,3.12,2.87
3/13/2015,3.13,1596120,3.01,3.21,2.96
3/12/2015,3.01,1516243,3.08,3.1,2.95
3/11/2015,3.04,2410267,2.81,3.06,2.715
3/10/2015,2.84,3643196,3,3.125,2.72
3/9/2015,3,2155089,3.33,3.33,3
3/6/2015,3.26,2071238,3.32,3.42,3.2101
3/5/2015,3.45,1293793,3.37,3.485,3.35
3/4/2015,3.38,2464232,3.52,3.56,3.35
